location_name,sex_name,age_name,cause_name,val
Hawaii,Female,80 to 84,Major depressive disorder,1718.5704
Hawaii,Male,80 to 84,Major depressive disorder,1210.54045
Hawaii,Female,80 plus,Major depressive disorder,2238.265687
Hawaii,Male,80 plus,Major depressive disorder,1572.186314
Hawaii,Female,75 to 79,Major depressive disorder,1792.3203
Hawaii,Male,75 to 79,Major depressive disorder,1180.2468
Hawaii,Female,70 to 74,Major depressive disorder,2234.7457
Hawaii,Male,70 to 74,Major depressive disorder,1389.0398
Hawaii,Female,65 to 69,Major depressive disorder,2674.7032
Hawaii,Male,65 to 69,Major depressive disorder,1599.5692
Hawaii,Female,60 to 64,Major depressive disorder,3116.2683
Hawaii,Male,45 to 49,Anxiety disorders,6248.7749
Hawaii,Female,45 to 49,Anxiety disorders,11568.937
Hawaii,Male,50 to 54,Anxiety disorders,5746.1539
Hawaii,Female,80 to 84,Anxiety disorders,5899.2936
Hawaii,Male,80 to 84,Anxiety disorders,3001.3214
Hawaii,Female,80 plus,Anxiety disorders,5332.184922
Hawaii,Male,80 plus,Anxiety disorders,2726.419951
Hawaii,Female,75 to 79,Anxiety disorders,6479.4297
Hawaii,Male,75 to 79,Anxiety disorders,3299.7583
Hawaii,Male,70 to 74,Anxiety disorders,3608.936
Hawaii,Female,65 to 69,Anxiety disorders,7823.7468
Hawaii,Male,65 to 69,Anxiety disorders,3960.8823
Hawaii,Female,60 to 64,Anxiety disorders,8724.7749
Hawaii,Male,60 to 64,Anxiety disorders,4431.4705
Hawaii,Female,55 to 59,Anxiety disorders,9839.4349
Hawaii,Male,55 to 59,Anxiety disorders,5097.0866
Hawaii,Female,50 to 54,Anxiety disorders,10846.2637
Hawaii,Female,70 to 74,Anxiety disorders,7103.2452
Idaho,Male,60 to 64,Depressive disorders,3845.365
Idaho,Female,60 to 64,Depressive disorders,6660.02
Idaho,Male,20 to 24,Anxiety disorders,5155.5897
Idaho,Male,15 to 19,Anxiety disorders,4776.0519
Idaho,Female,15 to 19,Anxiety disorders,8210.5058
Idaho,Male,80 to 84,Anxiety disorders,3001.3214
Idaho,Female,20 to 24,Anxiety disorders,9673.269
Idaho,Male,25 to 29,Anxiety disorders,5480.6114
Idaho,Female,25 to 29,Anxiety disorders,10627.5725
Idaho,Male,30 to 34,Anxiety disorders,5830.9227
Idaho,Female,30 to 34,Anxiety disorders,11239.0023
Idaho,Male,35 to 39,Anxiety disorders,6198.5441
Idaho,Female,35 to 39,Anxiety disorders,11657.8794
Idaho,Male,40 to 44,Anxiety disorders,6454.4486
Idaho,Female,40 to 44,Anxiety disorders,11867.2339
Idaho,Male,45 to 49,Anxiety disorders,6248.7749
Idaho,Female,45 to 49,Anxiety disorders,11568.937
Idaho,Male,50 to 54,Anxiety disorders,5746.1539
Idaho,Female,50 to 54,Anxiety disorders,10846.2637
Idaho,Male,55 to 59,Anxiety disorders,5097.0866
Idaho,Female,55 to 59,Anxiety disorders,9839.4349
Idaho,Male,60 to 64,Anxiety disorders,4431.4705
Idaho,Female,60 to 64,Anxiety disorders,8724.7749
Idaho,Male,65 to 69,Anxiety disorders,3960.8823
Idaho,Female,65 to 69,Anxiety disorders,7823.7468
Idaho,Male,70 to 74,Anxiety disorders,3608.936
Idaho,Female,70 to 74,Anxiety disorders,7103.2452
Idaho,Male,75 to 79,Anxiety disorders,3299.7583
Idaho,Female,75 to 79,Anxiety disorders,6479.4297
Idaho,Male,80 plus,Anxiety disorders,2808.666829
Idaho,Female,80 plus,Anxiety disorders,5449.804034
Idaho,Female,80 to 84,Anxiety disorders,5899.2936
Idaho,Male,35 to 39,Major depressive disorder,3766.0626
Idaho,Female,35 to 39,Major depressive disorder,6546.8029
Idaho,Male,40 to 44,Major depressive disorder,3874.0259
Idaho,Female,40 to 44,Major depressive disorder,6754.6936
Idaho,Male,45 to 49,Major depressive disorder,3412.7006
Idaho,Female,45 to 49,Major depressive disorder,6032.6909
Idaho,Male,50 to 54,Major depressive disorder,2922.0874
Idaho,Female,50 to 54,Major depressive disorder,5260.4525
Idaho,Female,55 to 59,Major depressive disorder,4472.3528
Idaho,Male,60 to 64,Major depressive disorder,2032.801
Idaho,Female,60 to 64,Major depressive disorder,3753.1457
Idaho,Male,65 to 69,Major depressive disorder,1829.5111
Idaho,Female,65 to 69,Major depressive disorder,3171.3354
Idaho,Male,70 to 74,Major depressive disorder,1636.0531
Idaho,Female,70 to 74,Major depressive disorder,2596.2862
Idaho,Male,75 to 79,Major depressive disorder,1443.84564
Idaho,Female,75 to 79,Major depressive disorder,2020.7411
Idaho,Male,80 plus,Major depressive disorder,1773.843062
Idaho,Female,80 plus,Major depressive disorder,2300.167461
Idaho,Male,80 to 84,Major depressive disorder,1497.03399
Idaho,Female,80 to 84,Major depressive disorder,1871.8709
Idaho,Female,30 to 34,Major depressive disorder,5813.7996
Idaho,Male,30 to 34,Major depressive disorder,3344.6604
Idaho,Male,25 to 29,Major depressive disorder,3568.6883
Idaho,Male,65 to 69,Depressive disorders,3603.755
Idaho,Female,65 to 69,Depressive disorders,5916.3
Idaho,Male,70 to 74,Depressive disorders,3374.34
Idaho,Female,70 to 74,Depressive disorders,5154.885
Idaho,Male,75 to 79,Depressive disorders,3149.545
Idaho,Female,75 to 79,Depressive disorders,4380.31
Idaho,Male,80 plus,Depressive disorders,3411.903873
Idaho,Female,80 plus,Depressive disorders,4307.64008
Idaho,Male,80 to 84,Depressive disorders,3169.57
Idaho,Female,80 to 84,Depressive disorders,4026.115
Idaho,Male,15 to 19,Major depressive disorder,3340.4336
Idaho,Female,15 to 19,Major depressive disorder,7451.0135
Idaho,Male,20 to 24,Major depressive disorder,4124.3756
Idaho,Female,20 to 24,Major depressive disorder,6843.6374
Idaho,Female,25 to 29,Major depressive disorder,6042.4668
Idaho,Male,55 to 59,Major depressive disorder,2424.46
Idaho,Female,55 to 59,Depressive disorders,7509
Idaho,Male,55 to 59,Depressive disorders,4303.435
Idaho,Female,50 to 54,Depressive disorders,8402.76
Idaho,Male,50 to 54,Depressive disorders,4838.465
Idaho,Female,45 to 49,Depressive disorders,9245.705
Idaho,Male,45 to 49,Depressive disorders,5374.835
Idaho,Female,40 to 44,Depressive disorders,9903.115
Idaho,Male,40 to 44,Depressive disorders,5813.72
Idaho,Female,35 to 39,Depressive disorders,9546.725
Idaho,Male,35 to 39,Depressive disorders,5628.375
Idaho,Female,30 to 34,Depressive disorders,8646.245
Idaho,Male,30 to 34,Depressive disorders,5106.495
Idaho,Female,25 to 29,Depressive disorders,8580.265
Idaho,Male,25 to 29,Depressive disorders,5143.235
Idaho,Male,20 to 24,Depressive disorders,5413.1
Idaho,Female,15 to 19,Depressive disorders,8753.375
Idaho,Male,15 to 19,Depressive disorders,4188.355
Idaho,Female,20 to 24,Depressive disorders,8912.335
Illinois,Male,75 to 79,Depressive disorders,2760.72
Illinois,Female,70 to 74,Depressive disorders,4496.385
Illinois,Female,80 plus,Depressive disorders,3852.939543
Illinois,Male,80 to 84,Depressive disorders,2798.07
Illinois,Female,80 to 84,Depressive disorders,3548.785
Illinois,Male,15 to 19,Major depressive disorder,2472.3988
Illinois,Female,75 to 79,Depressive disorders,3841.9
Illinois,Male,80 plus,Depressive disorders,3035.363154
Illinois,Female,20 to 24,Major depressive disorder,5182.6635
Illinois,Male,20 to 24,Major depressive disorder,2938.7218
Illinois,Male,55 to 59,Major depressive disorder,1729.0461
Illinois,Female,50 to 54,Major depressive disorder,3728.3585
Illinois,Male,50 to 54,Major depressive disorder,2067.8042
Illinois,Female,45 to 49,Major depressive disorder,4173.385
Illinois,Male,45 to 49,Major depressive disorder,2404.0751
Illinois,Female,40 to 44,Major depressive disorder,4591.7733
Illinois,Female,15 to 19,Major depressive disorder,5968.8006
Illinois,Male,40 to 44,Major depressive disorder,2722.3974
Illinois,Male,35 to 39,Major depressive disorder,2637.5521
Illinois,Female,30 to 34,Major depressive disorder,3954.6291
Illinois,Male,30 to 34,Major depressive disorder,2328.3687
Illinois,Female,25 to 29,Major depressive disorder,4313.3948
Illinois,Male,25 to 29,Major depressive disorder,2503.2505
Illinois,Male,70 to 74,Depressive disorders,2937.295
Illinois,Female,35 to 39,Major depressive disorder,4433.1604
Illinois,Female,65 to 69,Depressive disorders,5153.235
Illinois,Female,50 to 54,Depressive disorders,6974.28
Illinois,Female,60 to 64,Depressive disorders,5783.195
Illinois,Female,35 to 39,Depressive disorders,7581.47
Illinois,Male,35 to 39,Depressive disorders,4536.5
Illinois,Female,30 to 34,Depressive disorders,6895.935
Illinois,Male,30 to 34,Depressive disorders,4124.705
Illinois,Female,55 to 59,Major depressive disorder,3278.2341
Illinois,Female,25 to 29,Depressive disorders,6959.495
Illinois,Female,20 to 24,Depressive disorders,7348.705
Illinois,Male,20 to 24,Depressive disorders,4270.45
Illinois,Female,15 to 19,Depressive disorders,7344.89
Illinois,Male,15 to 19,Depressive disorders,3341.88
Illinois,Male,65 to 69,Depressive disorders,3107.42
Illinois,Male,40 to 44,Depressive disorders,4702.615
Illinois,Female,40 to 44,Depressive disorders,7892.765
Illinois,Male,45 to 49,Depressive disorders,4391.895
Illinois,Female,45 to 49,Depressive disorders,7488.44
Illinois,Male,50 to 54,Depressive disorders,4023.055
Illinois,Male,55 to 59,Depressive disorders,3623.235
Illinois,Female,55 to 59,Depressive disorders,6384.96
Illinois,Male,60 to 64,Depressive disorders,3296.58
Illinois,Male,60 to 64,Major depressive disorder,1462.8057
Illinois,Male,65 to 69,Major depressive disorder,1321.1416
Illinois,Female,30 to 34,Anxiety disorders,11239.0023
Illinois,Male,30 to 34,Anxiety disorders,5830.9227
Illinois,Female,25 to 29,Anxiety disorders,10627.5725
Illinois,Male,25 to 29,Anxiety disorders,5480.6114
Illinois,Female,20 to 24,Anxiety disorders,9673.269
Illinois,Male,20 to 24,Anxiety disorders,5155.5897
Illinois,Female,15 to 19,Anxiety disorders,8210.5058
Illinois,Male,15 to 19,Anxiety disorders,4776.0519
Illinois,Female,60 to 64,Major depressive disorder,2823.6354
Illinois,Female,80 to 84,Major depressive disorder,1380.1002
Illinois,Female,80 plus,Major depressive disorder,1854.484966
Illinois,Male,80 plus,Major depressive disorder,1389.568745
Illinois,Female,75 to 79,Major depressive disorder,1461.53731
Illinois,Male,75 to 79,Major depressive disorder,1049.86695
Illinois,Female,70 to 74,Major depressive disorder,1915.7955
Illinois,Male,70 to 74,Major depressive disorder,1185.3094
Illinois,Female,65 to 69,Major depressive disorder,2369.4783
Illinois,Male,80 to 84,Major depressive disorder,1114.39313
Illinois,Male,35 to 39,Anxiety disorders,6198.5441
Illinois,Female,35 to 39,Anxiety disorders,11657.8794
Illinois,Male,25 to 29,Depressive disorders,4113.665
Illinois,Female,40 to 44,Anxiety disorders,11867.2339
Illinois,Male,40 to 44,Anxiety disorders,6454.4486
Illinois,Female,80 to 84,Anxiety disorders,5899.2936
Illinois,Female,80 plus,Anxiety disorders,5379.578362
Illinois,Male,45 to 49,Anxiety disorders,6248.7749
Illinois,Female,45 to 49,Anxiety disorders,11568.937
Illinois,Male,50 to 54,Anxiety disorders,5746.1539
Illinois,Female,50 to 54,Anxiety disorders,10846.2637
Illinois,Male,55 to 59,Anxiety disorders,5097.0866
Illinois,Female,55 to 59,Anxiety disorders,9839.4349
Illinois,Male,60 to 64,Anxiety disorders,4431.4705
Illinois,Female,60 to 64,Anxiety disorders,8724.7749
Illinois,Male,65 to 69,Anxiety disorders,3960.8823
Illinois,Female,65 to 69,Anxiety disorders,7823.7468
Illinois,Male,70 to 74,Anxiety disorders,3608.936
Illinois,Female,70 to 74,Anxiety disorders,7103.2452
Illinois,Male,75 to 79,Anxiety disorders,3299.7583
Illinois,Female,75 to 79,Anxiety disorders,6479.4297
Illinois,Male,80 plus,Anxiety disorders,2778.411002
Illinois,Male,80 to 84,Anxiety disorders,3001.3214
Indiana,Male,40 to 44,Anxiety disorders,6454.4486
Indiana,Female,35 to 39,Anxiety disorders,11657.8794
Indiana,Male,35 to 39,Anxiety disorders,6198.5441
Indiana,Female,30 to 34,Anxiety disorders,11239.0023
Indiana,Male,30 to 34,Anxiety disorders,5830.9227
Indiana,Female,25 to 29,Anxiety disorders,10627.5725
Indiana,Male,25 to 29,Anxiety disorders,5480.6114
Indiana,Female,20 to 24,Anxiety disorders,9673.269
Indiana,Male,20 to 24,Anxiety disorders,5155.5897
Indiana,Female,15 to 19,Anxiety disorders,8210.5058
Indiana,Male,15 to 19,Anxiety disorders,4776.0519
Indiana,Female,40 to 44,Anxiety disorders,11867.2339
Indiana,Male,45 to 49,Anxiety disorders,6248.7749
Indiana,Male,50 to 54,Anxiety disorders,5746.1539
Indiana,Female,50 to 54,Anxiety disorders,10846.2637
Indiana,Male,55 to 59,Anxiety disorders,5097.0866
Indiana,Female,45 to 49,Anxiety disorders,11568.937
Indiana,Male,40 to 44,Depressive disorders,5592.95
Indiana,Female,35 to 39,Depressive disorders,9379.145
Indiana,Male,35 to 39,Depressive disorders,5481.995
Indiana,Female,30 to 34,Depressive disorders,8589.66
Indiana,Male,30 to 34,Depressive disorders,5049.525
Indiana,Female,25 to 29,Depressive disorders,8424.02
Indiana,Male,25 to 29,Depressive disorders,4994.87
Indiana,Female,20 to 24,Depressive disorders,8569.855
Indiana,Male,20 to 24,Depressive disorders,5035.61
Indiana,Female,15 to 19,Depressive disorders,8493.225
Indiana,Male,15 to 19,Depressive disorders,3736.035
Indiana,Female,40 to 44,Depressive disorders,9693.965
Indiana,Male,45 to 49,Depressive disorders,5162.735
Indiana,Female,45 to 49,Depressive disorders,9085.565
Indiana,Male,50 to 54,Depressive disorders,4657.415
Indiana,Male,25 to 29,Major depressive disorder,3403.1161
Indiana,Female,20 to 24,Major depressive disorder,6475.9201
Indiana,Male,20 to 24,Major depressive disorder,3739.5978
Indiana,Female,15 to 19,Major depressive disorder,7174.4067
Indiana,Male,15 to 19,Major depressive disorder,2873.9989
Indiana,Female,80 to 84,Depressive disorders,3873.055
Indiana,Male,80 to 84,Depressive disorders,3069.265
Indiana,Female,80 plus,Depressive disorders,4241.949991
Indiana,Male,80 plus,Depressive disorders,3305.705583
Indiana,Female,25 to 29,Major depressive disorder,5875.6612
Indiana,Female,75 to 79,Depressive disorders,4241.075
Indiana,Female,70 to 74,Depressive disorders,5053.905
Indiana,Male,70 to 74,Depressive disorders,3255.125
Indiana,Female,65 to 69,Depressive disorders,5853.435
Indiana,Male,65 to 69,Depressive disorders,3466.795
Indiana,Female,60 to 64,Depressive disorders,6643.745
Indiana,Male,60 to 64,Depressive disorders,3694.16
Indiana,Female,55 to 59,Depressive disorders,7484.645
Indiana,Male,55 to 59,Depressive disorders,4115.965
Indiana,Female,50 to 54,Depressive disorders,8311.3
Indiana,Male,75 to 79,Depressive disorders,3055.04
Indiana,Male,30 to 34,Major depressive disorder,3284.3914
Indiana,Female,30 to 34,Major depressive disorder,5741.8822
Indiana,Male,35 to 39,Major depressive disorder,3608.664
Indiana,Female,80 to 84,Major depressive disorder,1724.2697
Indiana,Male,80 to 84,Major depressive disorder,1392.30939
Indiana,Female,80 plus,Major depressive disorder,2250.164038
Indiana,Male,80 plus,Major depressive disorder,1665.142079
Indiana,Female,75 to 79,Major depressive disorder,1872.3492
Indiana,Male,75 to 79,Major depressive disorder,1341.26685
Indiana,Female,70 to 74,Major depressive disorder,2490.8146
Indiana,Male,70 to 74,Major depressive disorder,1513.2842
Indiana,Female,65 to 69,Major depressive disorder,3111.3551
Indiana,Male,65 to 69,Major depressive disorder,1686.4785
Indiana,Female,60 to 64,Major depressive disorder,3738.3437
Indiana,Male,60 to 64,Major depressive disorder,1869.46
Indiana,Female,55 to 59,Major depressive disorder,4434.5056
Indiana,Male,55 to 59,Major depressive disorder,2243.3617
Indiana,Female,50 to 54,Major depressive disorder,5158.1065
Indiana,Male,50 to 54,Major depressive disorder,2725.851
Indiana,Female,45 to 49,Major depressive disorder,5866.3626
Indiana,Male,45 to 49,Major depressive disorder,3202.5331
Indiana,Female,40 to 44,Major depressive disorder,6528.9805
Indiana,Male,40 to 44,Major depressive disorder,3654.2386
Indiana,Female,35 to 39,Major depressive disorder,6368.8477
Indiana,Female,80 to 84,Anxiety disorders,5899.2936
Indiana,Male,65 to 69,Anxiety disorders,3960.8823
Indiana,Female,65 to 69,Anxiety disorders,7823.7468
Indiana,Male,70 to 74,Anxiety disorders,3608.936
Indiana,Female,70 to 74,Anxiety disorders,7103.2452
Indiana,Male,75 to 79,Anxiety disorders,3299.7583
Indiana,Female,75 to 79,Anxiety disorders,6479.4297
Indiana,Male,80 plus,Anxiety disorders,2793.480729
Indiana,Female,80 plus,Anxiety disorders,5407.851133
Indiana,Male,80 to 84,Anxiety disorders,3001.3214
Indiana,Female,60 to 64,Anxiety disorders,8724.7749
Indiana,Female,55 to 59,Anxiety disorders,9839.4349
Indiana,Male,60 to 64,Anxiety disorders,4431.4705
Iowa,Male,20 to 24,Depressive disorders,4852.325
Iowa,Female,20 to 24,Depressive disorders,7587.84
Iowa,Male,25 to 29,Depressive disorders,4793.24
Iowa,Female,25 to 29,Depressive disorders,7519.855
Iowa,Male,30 to 34,Depressive disorders,4837.91
Iowa,Female,30 to 34,Depressive disorders,7667.97
Iowa,Male,35 to 39,Depressive disorders,5228.125
Iowa,Female,15 to 19,Depressive disorders,7588.705
Iowa,Female,35 to 39,Depressive disorders,8325.925
Iowa,Female,40 to 44,Depressive disorders,8589.82
Iowa,Male,45 to 49,Depressive disorders,4896.7
Iowa,Female,45 to 49,Depressive disorders,8100.635
Iowa,Male,50 to 54,Depressive disorders,4398.295
Iowa,Female,50 to 54,Depressive disorders,7439.935
Iowa,Male,55 to 59,Depressive disorders,3869.58
Iowa,Female,55 to 59,Depressive disorders,6731.055
Iowa,Male,40 to 44,Depressive disorders,5329.65
Iowa,Male,15 to 19,Depressive disorders,3568.69
Iowa,Male,60 to 64,Depressive disorders,3445.17
Iowa,Female,60 to 64,Depressive disorders,6031.865
Iowa,Female,65 to 69,Depressive disorders,5363.76
Iowa,Female,20 to 24,Anxiety disorders,9673.269
Iowa,Male,20 to 24,Anxiety disorders,5155.5897
Iowa,Female,15 to 19,Anxiety disorders,8210.5058
Iowa,Male,15 to 19,Anxiety disorders,4776.0519
Iowa,Male,25 to 29,Anxiety disorders,5480.6114
Iowa,Male,55 to 59,Major depressive disorder,1980.8603
Iowa,Female,50 to 54,Major depressive disorder,4228.479
Iowa,Male,50 to 54,Major depressive disorder,2456.8299
Iowa,Female,45 to 49,Major depressive disorder,4806.0041
Iowa,Male,45 to 49,Major depressive disorder,2928.5852
Iowa,Female,40 to 44,Major depressive disorder,5351.3086
Iowa,Male,40 to 44,Major depressive disorder,3377.8441
Iowa,Female,35 to 39,Major depressive disorder,5243.573
Iowa,Male,35 to 39,Major depressive disorder,3352.5326
Iowa,Female,30 to 34,Major depressive disorder,4763.7487
Iowa,Male,30 to 34,Major depressive disorder,3060.2278
Iowa,Female,25 to 29,Major depressive disorder,4905.9803
Iowa,Male,25 to 29,Major depressive disorder,3198.9111
Iowa,Female,20 to 24,Major depressive disorder,5439.7871
Iowa,Male,20 to 24,Major depressive disorder,3549.4002
Iowa,Female,15 to 19,Major depressive disorder,6218.3399
Iowa,Male,15 to 19,Major depressive disorder,2704.3254
Iowa,Female,80 to 84,Depressive disorders,3672.445
Iowa,Male,80 to 84,Depressive disorders,2885.69
Iowa,Female,80 plus,Depressive disorders,4022.782059
Iowa,Male,80 plus,Depressive disorders,3136.653047
Iowa,Female,55 to 59,Major depressive disorder,3642.9003
Iowa,Male,60 to 64,Major depressive disorder,1620.0746
Iowa,Female,60 to 64,Major depressive disorder,3085.9235
Iowa,Male,65 to 69,Major depressive disorder,1458.2834
Iowa,Female,80 to 84,Major depressive disorder,1506.80688
Iowa,Male,80 to 84,Major depressive disorder,1213.57745
Iowa,Female,80 plus,Major depressive disorder,2028.905104
Iowa,Male,80 plus,Major depressive disorder,1498.848895
Iowa,Female,75 to 79,Major depressive disorder,1599.3723
Iowa,Male,75 to 79,Major depressive disorder,1155.10366
Iowa,Female,70 to 74,Major depressive disorder,2094.2524
Iowa,Male,70 to 74,Major depressive disorder,1306.20242
Iowa,Female,65 to 69,Major depressive disorder,2588.5237
Iowa,Male,65 to 69,Depressive disorders,3230.72
Iowa,Female,25 to 29,Anxiety disorders,10627.5725
Iowa,Female,30 to 34,Anxiety disorders,11239.0023
Iowa,Male,70 to 74,Depressive disorders,3054.535
Iowa,Female,70 to 74,Depressive disorders,4681.425
Iowa,Male,30 to 34,Anxiety disorders,5830.9227
Iowa,Male,80 to 84,Anxiety disorders,3001.3214
Iowa,Female,80 plus,Anxiety disorders,5364.295881
Iowa,Male,80 plus,Anxiety disorders,2775.333427
Iowa,Female,75 to 79,Anxiety disorders,6479.4297
Iowa,Male,75 to 79,Anxiety disorders,3299.7583
Iowa,Female,70 to 74,Anxiety disorders,7103.2452
Iowa,Male,70 to 74,Anxiety disorders,3608.936
Iowa,Female,65 to 69,Anxiety disorders,7823.7468
Iowa,Male,65 to 69,Anxiety disorders,3960.8823
Iowa,Female,60 to 64,Anxiety disorders,8724.7749
Iowa,Male,60 to 64,Anxiety disorders,4431.4705
Iowa,Female,55 to 59,Anxiety disorders,9839.4349
Iowa,Male,55 to 59,Anxiety disorders,5097.0866
Iowa,Female,50 to 54,Anxiety disorders,10846.2637
Iowa,Male,50 to 54,Anxiety disorders,5746.1539
Iowa,Female,45 to 49,Anxiety disorders,11568.937
Iowa,Male,45 to 49,Anxiety disorders,6248.7749
Iowa,Female,40 to 44,Anxiety disorders,11867.2339
Iowa,Male,40 to 44,Anxiety disorders,6454.4486
Iowa,Female,35 to 39,Anxiety disorders,11657.8794
Iowa,Male,35 to 39,Anxiety disorders,6198.5441
Iowa,Female,80 to 84,Anxiety disorders,5899.2936
Iowa,Female,75 to 79,Depressive disorders,3970.645
Iowa,Male,75 to 79,Depressive disorders,2867.785
Kansas,Female,80 to 84,Anxiety disorders,5899.2936
Kansas,Male,80 to 84,Anxiety disorders,3001.3214
Kansas,Female,80 plus,Anxiety disorders,5391.192621
Kansas,Male,80 plus,Anxiety disorders,2781.636539
Kansas,Female,75 to 79,Anxiety disorders,6479.4297
Kansas,Male,75 to 79,Anxiety disorders,3299.7583
Kansas,Female,70 to 74,Anxiety disorders,7103.2452
Kansas,Male,70 to 74,Anxiety disorders,3608.936
Kansas,Female,65 to 69,Anxiety disorders,7823.7468
Kansas,Male,65 to 69,Anxiety disorders,3960.8823
Kansas,Female,60 to 64,Anxiety disorders,8724.7749
Kansas,Male,60 to 64,Anxiety disorders,4431.4705
Kansas,Female,55 to 59,Anxiety disorders,9839.4349
Kansas,Male,55 to 59,Anxiety disorders,5097.0866
Kansas,Female,50 to 54,Anxiety disorders,10846.2637
Kansas,Male,50 to 54,Anxiety disorders,5746.1539
Kansas,Female,45 to 49,Anxiety disorders,11568.937
Kansas,Male,45 to 49,Anxiety disorders,6248.7749
Kansas,Female,40 to 44,Anxiety disorders,11867.2339
Kansas,Male,40 to 44,Anxiety disorders,6454.4486
Kansas,Female,35 to 39,Anxiety disorders,11657.8794
Kansas,Male,35 to 39,Anxiety disorders,6198.5441
Kansas,Female,30 to 34,Anxiety disorders,11239.0023
Kansas,Male,30 to 34,Anxiety disorders,5830.9227
Kansas,Female,25 to 29,Anxiety disorders,10627.5725
Kansas,Male,55 to 59,Depressive disorders,3834.99
Kansas,Female,50 to 54,Depressive disorders,7940.375
Kansas,Male,50 to 54,Depressive disorders,4294.235
Kansas,Female,45 to 49,Depressive disorders,8667.805
Kansas,Male,45 to 49,Depressive disorders,4731.87
Kansas,Female,40 to 44,Depressive disorders,9236.25
Kansas,Male,40 to 44,Depressive disorders,5110.7
Kansas,Female,35 to 39,Depressive disorders,8908.665
Kansas,Male,35 to 39,Depressive disorders,5008.67
Kansas,Female,30 to 34,Depressive disorders,8087.83
Kansas,Male,30 to 34,Depressive disorders,4682.115
Kansas,Female,25 to 29,Depressive disorders,8013.55
Kansas,Male,25 to 29,Depressive disorders,4716.395
Kansas,Female,20 to 24,Depressive disorders,8266.52
Kansas,Male,20 to 24,Depressive disorders,4874.74
Kansas,Female,15 to 19,Depressive disorders,8260.56
Kansas,Male,15 to 19,Depressive disorders,3594.125
Kansas,Female,55 to 59,Depressive disorders,7143.22
Kansas,Male,60 to 64,Depressive disorders,3463.215
Kansas,Male,65 to 69,Depressive disorders,3245.3
Kansas,Male,25 to 29,Anxiety disorders,5480.6114
Kansas,Female,20 to 24,Anxiety disorders,9673.269
Kansas,Male,20 to 24,Anxiety disorders,5155.5897
Kansas,Female,15 to 19,Anxiety disorders,8210.5058
Kansas,Male,15 to 19,Anxiety disorders,4776.0519
Kansas,Female,45 to 49,Major depressive disorder,5424.1478
Kansas,Male,45 to 49,Major depressive disorder,2756.737
Kansas,Female,40 to 44,Major depressive disorder,6040.7604
Kansas,Male,40 to 44,Major depressive disorder,3141.5866
Kansas,Female,35 to 39,Major depressive disorder,5855.1713
Kansas,Male,35 to 39,Major depressive disorder,3131.9108
Kansas,Female,30 to 34,Major depressive disorder,5216.9872
Kansas,Male,30 to 34,Major depressive disorder,2905.1088
Kansas,Female,25 to 29,Major depressive disorder,5430.271
Kansas,Male,25 to 29,Major depressive disorder,3124.3788
Kansas,Female,20 to 24,Major depressive disorder,6164.9185
Kansas,Male,20 to 24,Major depressive disorder,3562.9322
Kansas,Female,15 to 19,Major depressive disorder,6943.4916
Kansas,Male,15 to 19,Major depressive disorder,2747.0263
Kansas,Female,80 to 84,Depressive disorders,3823.935
Kansas,Male,80 to 84,Depressive disorders,2860
Kansas,Female,80 plus,Depressive disorders,4169.610404
Kansas,Male,80 plus,Depressive disorders,3103.089957
Kansas,Female,75 to 79,Depressive disorders,4143.655
Kansas,Male,75 to 79,Depressive disorders,2836.315
Kansas,Female,70 to 74,Depressive disorders,4904.465
Kansas,Male,70 to 74,Depressive disorders,3029.16
Kansas,Female,65 to 69,Depressive disorders,5650.485
Kansas,Male,50 to 54,Major depressive disorder,2354.3842
Kansas,Female,50 to 54,Major depressive disorder,4764.4933
Kansas,Male,55 to 59,Major depressive disorder,1949.7933
Kansas,Female,55 to 59,Major depressive disorder,4091.3386
Kansas,Female,60 to 64,Depressive disorders,6374.41
Kansas,Male,80 to 84,Major depressive disorder,1175.37328
Kansas,Female,80 plus,Major depressive disorder,2174.90602
Kansas,Male,80 plus,Major depressive disorder,1458.52558
Kansas,Female,75 to 79,Major depressive disorder,1780.4652
Kansas,Male,75 to 79,Major depressive disorder,1123.27601
Kansas,Female,70 to 74,Major depressive disorder,2335.6933
Kansas,Male,70 to 74,Major depressive disorder,1289.30723
Kansas,Female,65 to 69,Major depressive disorder,2891.5393
Kansas,Male,65 to 69,Major depressive disorder,1456.0905
Kansas,Female,60 to 64,Major depressive disorder,3452.6724
Kansas,Male,60 to 64,Major depressive disorder,1630.097
Kansas,Female,80 to 84,Major depressive disorder,1659.1745
Kentucky,Female,80 to 84,Anxiety disorders,5899.2936
Kentucky,Male,15 to 19,Depressive disorders,3964.885
Kentucky,Male,80 plus,Depressive disorders,3328.553874
Kentucky,Female,75 to 79,Depressive disorders,4212.545
Kentucky,Male,75 to 79,Depressive disorders,3091.97
Kentucky,Female,70 to 74,Depressive disorders,5047.385
Kentucky,Male,70 to 74,Depressive disorders,3311.93
Kentucky,Female,65 to 69,Depressive disorders,5877.195
Kentucky,Male,65 to 69,Depressive disorders,3532.85
Kentucky,Female,60 to 64,Depressive disorders,6684.155
Kentucky,Male,60 to 64,Depressive disorders,3780.46
Kentucky,Female,55 to 59,Depressive disorders,7488.52
Kentucky,Male,55 to 59,Depressive disorders,4189.585
Kentucky,Female,50 to 54,Depressive disorders,8248.085
